,OCC_CODE,cognitive_abilities,physical_abilities,psychomotor_abilities,sensory_abilities,assisting_and_caring,cramped_work_space,fine_arts,finger_dexterity,manual_dexterity,Negotiation,Originality,Persuasion,social_perceptiveness,GP_pred_0,GP_pred_1,prob_class_new
460,43-4011,2.19405405405405,0.0277777777777778,0.7859999999999999,1.6883333333333301,1.63,1.28,0.0,2.62,1.62,2.5,2.38,2.12,3.0,0.05264620219872995,0.94735379780127,1) High
461,43-4021,2.27735135135135,0.138888888888889,0.511,1.3641666666666699,2.13,1.16,0.13,2.62,0.25,2.88,2.75,2.88,3.12,0.09014857642375773,0.9098514235762423,1) High
462,43-4031,2.2117837837837797,0.0411111111111111,0.633333333333333,1.29194444444444,2.1,1.6366666666666698,0.116666666666667,1.9566666666666699,1.12333333333333,2.37333333333333,1.6666666666666698,2.16333333333333,2.92,0.036441802706349335,0.9635581972936507,1) High
463,43-4041,2.30254054054054,0.0277777777777778,0.363,1.23666666666667,1.68,1.58,0.01,1.94,0.5,2.56,1.94,2.56,2.94,0.03238761468514895,0.967612385314851,1) High
464,43-4051,2.51610810810811,0.527777777777778,0.569,1.53583333333333,3.885,1.52,0.52,2.25,0.63,3.13,2.935,3.31,3.44,0.6405595252145986,0.3594404747854014,2) Medium
465,43-4061,2.3794054054054103,0.125555555555556,0.562,1.5508333333333302,3.26,1.52,0.33,1.88,1.25,3.0,2.75,3.0,3.5,0.5490897597347697,0.4509102402652303,2) Medium
466,43-4071,2.32778378378378,1.08222222222222,1.212,1.3958333333333302,2.7,1.42,1.09,2.88,2.0,2.12,2.75,2.12,2.25,0.21094259779397362,0.7890574022060264,1) High
467,43-4081,2.4358918918918904,0.763333333333333,0.888,1.635,3.36,1.15,0.45,2.0,2.0,2.88,2.38,2.88,3.25,0.45273234239090243,0.5472676576090976,2) Medium
468,43-4111,1.9907027027027,0.0133333333333333,0.575,1.5733333333333301,1.3,1.74,0.29,2.12,1.0,2.75,2.38,2.75,3.12,0.08955251471991232,0.9104474852800877,1) High
469,43-4121,2.26627027027027,1.25,1.011,1.6141666666666699,2.94,1.23,0.82,2.12,2.12,2.12,2.0,2.12,2.75,0.17189675937470383,0.8281032406252962,1) High
470,43-4131,2.49291891891892,0.111111111111111,0.38799999999999996,1.6883333333333301,1.99,1.12,0.0,2.12,0.38,3.0,2.75,3.12,3.12,0.11655358922405412,0.8834464107759459,1) High
471,43-4141,2.37659459459459,0.0277777777777778,0.688,1.4466666666666699,1.9,1.05,0.0,2.12,1.88,2.38,2.12,2.75,2.88,0.08236231342516476,0.9176376865748352,1) High
472,43-4151,2.5395675675675697,0.582222222222222,0.899,1.73,2.49,1.07,0.1,2.12,1.62,3.0,2.0,3.0,2.75,0.09823651546741985,0.9017634845325802,1) High
473,43-4161,2.4512972972973,0.15333333333333302,0.17600000000000002,1.375,2.8,1.28,0.01,1.38,0.0,2.5,2.25,2.75,3.38,0.1320970850354115,0.8679029149645885,1) High
474,43-4171,2.18248648648649,0.138888888888889,0.8109999999999999,1.53,3.91,1.26,0.03,2.12,1.62,2.5,2.38,2.62,2.88,0.2947447630766078,0.7052552369233922,1) High
475,43-4181,2.5637837837837796,1.26444444444444,1.4380000000000002,1.865,4.19,1.24,0.8,2.5,2.0,2.88,2.75,3.0,3.12,0.706602497858853,0.293397502141147,3) Low
476,43-5011,2.517,0.0344444444444444,0.3125,1.5566666666666698,2.265,1.195,0.12,1.875,0.375,3.25,2.565,3.0,3.06,0.12389389804855,0.87610610195145,1) High
477,43-5021,2.18686486486486,2.04,2.436,2.4175,3.11,1.85,0.0,2.5,2.75,1.75,1.88,1.75,2.38,0.09723493777084968,0.9027650622291503,1) High
478,43-5031,2.73972972972973,0.622222222222222,1.7109999999999999,2.09416666666667,4.14,1.38,0.12,2.62,1.88,3.12,3.0,3.25,3.88,0.8133137355895315,0.18668626441046854,3) Low
479,43-5032,2.7272432432432403,0.0277777777777778,0.65,1.8325,2.73,1.11,0.3,2.12,1.25,2.88,2.88,2.88,3.12,0.32602781473110554,0.6739721852688945,1) High
480,43-5041,2.4842162162162205,1.91555555555556,2.438,2.3958333333333304,2.13,3.52,0.1,2.38,2.5,2.12,2.0,2.12,2.12,0.12912672920333534,0.8708732707966647,1) High
481,43-5051,2.38681081081081,1.77555555555556,1.6880000000000002,1.7283333333333302,2.23,2.71,0.21,2.88,2.88,2.0,1.88,2.5,2.38,0.11063457964826284,0.8893654203517372,1) High
482,43-5052,2.00875675675676,1.9988888888888898,2.302,2.1375,1.51,1.78,0.02,2.88,3.0,2.0,1.38,2.12,2.75,0.04464807972124163,0.9553519202787584,1) High
483,43-5053,1.93016216216216,2.02777777777778,2.438,1.655,2.17,2.45,0.0,3.0,3.25,1.38,1.62,1.5,2.38,0.06690098436911285,0.9330990156308872,1) High
484,43-5061,2.67805405405405,0.68,1.188,1.5408333333333302,2.85,1.53,0.13,2.12,1.5,2.88,2.75,3.0,2.88,0.31560797122290296,0.684392028777097,1) High
485,43-5071,2.49659459459459,1.93222222222222,2.116,2.09416666666667,1.95,1.74,0.62,2.38,2.88,2.12,2.12,2.12,2.5,0.13277134928102896,0.867228650718971,1) High
486,43-5081,2.03381081081081,1.62527777777778,1.46675,1.41416666666667,2.2375,2.28,0.1625,2.095,2.66,2.0,1.53,2.065,2.2825,0.06920874794070642,0.9307912520592936,1) High
487,43-5111,2.5833513513513497,1.6533333333333302,1.9140000000000001,2.09416666666667,2.56,1.89,0.57,2.88,2.38,2.12,2.12,2.25,2.88,0.13810953825611705,0.861890461743883,1) High
488,43-6011,2.44497297297297,0.22333333333333302,0.763,1.7383333333333302,3.98,1.15,0.19,2.25,1.0,2.62,3.0,2.88,3.12,0.4986813261433878,0.5013186738566122,2) Medium
489,43-6012,2.13859459459459,0.15333333333333302,0.626,1.4575,1.83,1.13,0.0,1.75,0.75,2.25,2.25,2.25,2.88,0.04624502614467474,0.9537549738553253,1) High
490,43-6013,2.25875675675676,0.0133333333333333,0.61,1.31083333333333,3.71,1.39,0.3,2.62,1.12,2.12,2.0,2.12,3.0,0.12103606989796845,0.8789639301020316,1) High
491,43-6014,2.25448648648649,0.111111111111111,0.725,1.4166666666666698,3.28,1.24,0.26,1.62,1.38,2.12,2.0,2.12,3.0,0.1546270785180468,0.8453729214819532,1) High
492,43-9011,2.6312972972972997,0.5266666666666671,1.526,1.9275,1.8,2.01,0.04,2.88,2.0,2.38,2.88,2.62,2.88,0.16807922450254864,0.8319207754974514,1) High
493,43-9021,2.29659459459459,0.8188888888888891,1.462,1.635,2.16,1.78,0.22,3.0,1.75,2.12,2.0,2.12,2.5,0.0348260842857826,0.9651739157142174,1) High
494,43-9022,2.05718918918919,0.248888888888889,1.138,1.4791666666666698,3.11,1.41,0.0,2.38,1.75,1.75,1.75,1.62,2.5,0.04973084872767686,0.9502691512723231,1) High
495,43-9031,2.7750810810810798,0.78,2.088,2.36416666666667,1.33,1.14,3.02,3.0,2.62,2.75,3.62,3.25,3.25,0.7589592585259197,0.24104074147408028,3) Low
496,43-9041,2.08524324324324,0.152777777777778,0.5555,1.34375,2.09,1.17,0.09,1.81,1.0,2.065,1.815,2.065,2.625,0.03084081411338957,0.9691591858866104,1) High
497,43-9051,2.062,1.88777777777778,2.238,1.6866666666666699,2.05,1.33,0.03,3.12,3.0,1.12,2.0,1.5,2.62,0.0754719612612007,0.9245280387387993,1) High
498,43-9061,2.14983783783784,0.23555555555555605,0.85,1.5416666666666698,2.11,1.42,0.44,1.88,1.62,2.12,2.0,2.12,3.0,0.09037367204257407,0.9096263279574259,1) High
499,43-9071,2.15616216216216,1.5966666666666698,2.2640000000000002,1.74,1.9,1.27,0.93,2.88,2.75,2.12,2.12,2.12,2.25,0.09819729273840494,0.9018027072615951,1) High
500,43-9081,1.7455675675675701,0.15333333333333302,0.43799999999999994,1.05416666666667,0.97,1.12,0.33,1.38,1.0,1.0,1.62,1.5,1.88,0.04817424246800783,0.9518257575319922,1) High
501,43-9111,2.58208108108108,0.0761111111111111,0.3935,1.5683333333333302,1.725,1.505,0.05,1.935,0.5,2.685,3.185,2.75,2.94,0.16897828560240669,0.8310217143975933,1) High
502,45-1011,3.06375675675676,1.95416666666667,2.7625,2.635,2.14,2.245,0.23,2.97,3.03,3.03,2.875,3.3725,3.5625,0.6418815061394412,0.35811849386055883,2) Medium
503,45-2011,2.87643243243243,1.29222222222222,2.037,2.26083333333333,2.59,2.43,0.36,2.25,2.12,2.75,2.5,2.88,2.75,0.335077191184439,0.664922808815561,1) High
504,45-2021,2.3007567567567597,2.01222222222222,2.262,1.8541666666666698,2.19,2.22,0.17,3.12,2.75,1.5,1.88,2.38,2.38,0.0779391937105629,0.9220608062894371,1) High
505,45-2041,1.8320540540540502,1.55777777777778,1.7619999999999998,1.18916666666667,1.46,1.32,1.03,2.75,3.12,1.12,0.62,1.5,1.75,0.06266990952838114,0.9373300904716189,1) High
506,45-2091,2.25994594594595,2.04,3.0269999999999997,2.6041666666666696,2.82,1.35,0.48,2.88,3.0,1.38,1.38,1.75,2.12,0.07048122047774541,0.9295187795222546,1) High
507,45-2092,1.91894594594595,2.5072222222222202,2.6585,2.12541666666667,1.53,1.555,0.11,2.755,3.125,1.88,1.685,2.125,2.25,0.04889138252246994,0.9511086174775301,1) High
508,45-2093,2.64021621621622,2.34666666666667,2.787,2.3025,2.9,1.69,0.33,3.0,3.12,2.0,2.25,2.0,2.12,0.13311296196400235,0.8668870380359976,1) High
509,45-3011,2.61767567567568,2.68333333333333,3.2910000000000004,2.76333333333333,2.66,3.47,0.04,3.25,3.38,3.12,2.25,2.38,2.5,0.28061434188003886,0.7193856581199611,1) High
510,45-3021,2.32491891891892,2.3322222222222204,2.588,2.3741666666666696,0.73,2.68,0.0,3.0,3.12,1.62,2.25,1.62,1.88,0.07097899991481427,0.9290210000851857,1) High
511,45-4011,3.0247027027027,2.3877777777777798,2.662,2.4375,3.23,1.7,0.03,3.0,3.0,2.0,2.25,2.5,2.88,0.2527770348081617,0.7472229651918383,1) High
512,45-4021,2.1447027027026997,3.07222222222222,3.377,2.66916666666667,2.87,3.06,0.0,2.75,3.38,1.75,1.75,2.12,1.88,0.14129961752519193,0.8587003824748081,1) High
513,45-4022,2.5650270270270297,1.82,3.148,2.8225,3.72,2.27,0.0,2.5,3.12,2.12,2.12,2.12,2.25,0.2587145532677937,0.7412854467322063,1) High
514,45-4023,2.6302162162162204,1.80555555555556,2.424,2.325,2.29,1.84,0.14,2.75,2.75,2.62,2.12,2.75,2.75,0.1463334730550514,0.8536665269449486,1) High
515,47-1011,3.21162162162162,1.7783333333333302,2.3875,2.5458333333333303,3.345,2.55,0.455,3.125,2.75,3.37,3.25,3.375,3.5,0.8795989669152959,0.12040103308470407,3) Low
516,47-2011,2.90843243243243,2.3177777777777795,2.964,2.58416666666667,2.71,4.14,0.0,3.38,3.38,2.12,2.38,2.12,2.62,0.3243260355364441,0.6756739644635559,1) High
517,47-2021,2.80427027027027,2.98666666666667,2.6010000000000004,2.2916666666666696,2.61,3.2,0.0,3.0,3.25,2.12,2.12,2.25,2.25,0.17148094041363038,0.8285190595863696,1) High
518,47-2022,2.53248648648649,2.69666666666667,2.764,2.315,1.82,2.55,0.06,3.0,3.63,2.62,2.75,2.62,2.25,0.27881543767813355,0.7211845623218665,1) High
519,47-2031,2.86237837837838,2.66055555555556,2.8510000000000004,2.49041666666667,2.55,3.505,0.675,3.06,3.315,2.37,2.625,2.5,2.5,0.4522543178343881,0.5477456821656119,2) Medium
520,47-2041,2.4796216216216203,2.69444444444444,2.4,2.15666666666667,1.51,3.63,0.53,2.88,2.88,1.75,2.12,1.88,2.25,0.14623369955029375,0.8537663004497063,1) High
521,47-2042,2.34989189189189,2.05777777777778,2.1519999999999997,1.8875,2.35,3.84,0.11,2.75,3.13,2.25,2.13,2.5,2.25,0.2524358940340221,0.7475641059659779,1) High
522,47-2043,2.24675675675676,2.2211111111111097,2.875,1.96,1.5,3.27,0.32,3.0,3.0,1.5,1.88,1.5,2.25,0.08836051894650154,0.9116394810534985,1) High
523,47-2044,2.50194594594595,2.37333333333333,2.688,2.145,1.05,3.87,0.13,2.88,3.0,2.75,2.75,2.5,2.62,0.30362577428326176,0.6963742257167382,1) High
524,47-2051,2.68005405405405,2.8066666666666698,2.826,2.15583333333333,2.53,2.83,0.42,2.88,3.38,1.5,2.0,1.62,1.88,0.1341736882961868,0.8658263117038132,1) High
525,47-2053,2.41881081081081,2.80444444444444,2.8369999999999997,2.30166666666667,2.3,2.48,1.01,3.25,3.38,1.62,2.0,1.75,2.0,0.14656335178938207,0.8534366482106179,1) High
526,47-2061,2.6498918918918903,2.72222222222222,2.801,2.44916666666667,2.11,3.31,0.73,3.0,3.75,2.0,2.0,2.0,2.25,0.2231203688691039,0.7768796311308961,1) High
527,47-2071,2.57805405405405,2.06888888888889,2.911,2.4383333333333304,2.48,2.08,0.42,2.5,2.62,1.62,1.62,2.0,1.88,0.06266300290246818,0.9373369970975318,1) High
528,47-2072,2.69935135135135,1.98444444444444,3.214,2.61416666666667,2.19,3.2,0.06,2.88,3.0,1.62,1.88,1.62,2.0,0.08344287833483577,0.9165571216651642,1) High
529,47-2073,2.61432432432432,1.55555555555556,3.113,2.67666666666667,2.0,2.49,0.06,2.88,3.12,1.5,2.0,1.75,2.25,0.07960946306889127,0.9203905369311087,1) High
530,47-2081,2.3804864864864905,2.69444444444444,2.6010000000000004,2.0325,2.25,3.09,0.0,3.25,3.25,1.5,2.12,1.62,2.25,0.10870303719320873,0.8912969628067913,1) High
531,47-2082,2.03508108108108,2.22222222222222,1.999,1.7908333333333302,2.18,3.33,0.0,2.88,3.0,1.75,1.5,2.0,2.12,0.07696633309831213,0.9230336669016879,1) High
532,47-2111,3.0707567567567597,2.4166666666666696,2.799,2.7491666666666696,2.44,3.67,0.12,3.38,3.12,2.38,2.88,2.88,2.88,0.509673566678245,0.49032643332175496,2) Medium
533,47-2121,2.4760540540540497,2.18,2.423,2.09416666666667,2.01,3.03,0.06,3.12,3.0,1.38,1.75,1.5,2.62,0.08671116852542582,0.9132888314745742,1) High
534,47-2131,2.36,2.65333333333333,2.562,2.2925,1.8,3.78,0.0,2.88,3.12,2.0,2.12,2.12,2.25,0.1576892081807273,0.8423107918192727,1) High
535,47-2132,2.66291891891892,2.22333333333333,2.452,2.16916666666667,2.83,4.41,0.48,3.0,3.0,2.0,2.25,1.88,2.62,0.3597581686569242,0.6402418313430758,1) High
536,47-2141,2.53491891891892,2.2933333333333303,2.45,2.07166666666667,3.29,3.13,0.6,3.0,3.0,1.88,2.0,2.0,2.75,0.2951201856172929,0.7048798143827071,1) High
537,47-2142,2.27481081081081,2.40333333333333,2.349,1.9075,1.57,2.83,0.46,3.12,3.25,1.62,1.75,1.88,2.12,0.0784118137008818,0.9215881862991182,1) High
538,47-2151,2.71935135135135,2.3477777777777797,2.623,2.32166666666667,2.47,3.39,0.28,3.0,3.0,2.0,2.0,2.0,2.62,0.17381149362188353,0.8261885063781165,1) High
539,47-2152,2.84,2.34666666666667,2.8695,2.4475,2.16,3.92,0.235,3.38,3.31,2.5,2.88,2.56,2.685,0.4464973584371421,0.5535026415628579,2) Medium
540,47-2161,2.51648648648649,2.6933333333333302,2.775,2.1975,3.16,2.38,0.63,3.0,3.5,2.12,2.12,2.12,2.12,0.24512783458357035,0.7548721654164297,1) High
541,47-2171,2.52162162162162,2.87444444444444,2.987,2.18916666666667,2.42,3.24,0.11,3.12,3.38,1.62,2.0,1.62,2.12,0.12292506983499152,0.8770749301650085,1) High
542,47-2181,2.7527567567567597,2.9022222222222203,2.81,2.30166666666667,2.93,3.05,0.14,3.12,3.12,1.75,2.25,1.88,2.5,0.200560206093769,0.799439793906231,1) High
543,47-2211,2.72437837837838,2.40111111111111,2.937,2.32416666666667,3.03,3.48,0.08,3.12,3.25,1.62,2.25,1.75,2.0,0.20200376721481916,0.7979962327851808,1) High
544,47-2221,2.69589189189189,3.12555555555556,3.5260000000000002,3.0208333333333304,2.19,3.86,0.0,3.88,3.88,2.0,2.5,2.12,2.75,0.299170463805865,0.700829536194135,1) High
545,47-2231,2.7611891891891895,2.2522222222222203,2.501,2.42833333333333,2.64,2.98,0.1,3.0,2.75,1.88,2.5,2.38,2.38,0.21544097658045303,0.784559023419547,1) High
546,47-3011,2.46232432432432,2.9166666666666696,2.8369999999999997,2.375,2.53,3.45,0.34,3.0,3.0,1.5,1.75,1.62,2.25,0.12463660909054397,0.875363390909456,1) High
547,47-3012,2.60686486486486,2.4311111111111097,2.613,2.2925,2.28,3.66,0.37,2.88,2.88,2.0,2.38,2.0,2.25,0.2154544938291565,0.7845455061708435,1) High
548,47-3013,2.50935135135135,2.4711111111111097,2.5,2.04083333333333,2.48,4.06,0.01,3.12,3.75,1.12,2.0,1.25,2.0,0.2090707077583147,0.7909292922416853,1) High
549,47-3014,1.97924324324324,2.57222222222222,2.241,2.16916666666667,2.13,2.2,0.1,2.88,2.88,1.75,1.88,1.75,2.25,0.053779537685841206,0.9462204623141588,1) High
550,47-3015,2.48854054054054,2.39,2.451,1.8025,3.77,4.02,0.0,2.88,2.88,1.62,2.0,1.62,2.12,0.26970872084513076,0.7302912791548692,1) High
551,47-3016,2.60610810810811,3.14,2.675,2.3116666666666696,3.58,2.75,0.14,3.0,3.12,1.75,1.75,1.75,2.12,0.14559829841766714,0.8544017015823329,1) High
552,47-4011,2.9231351351351402,1.36,1.4880000000000002,2.405,1.79,3.62,0.09,2.25,2.0,2.75,2.88,3.0,2.75,0.4191250189860227,0.5808749810139773,2) Medium
553,47-4021,3.0698918918918903,2.03,2.678,2.22166666666667,2.53,4.0,0.13,3.25,3.25,2.38,2.88,2.5,2.62,0.4758790034426923,0.5241209965573077,2) Medium
554,47-4031,2.73302702702703,2.75,2.813,2.2083333333333304,3.61,3.28,1.03,3.0,3.25,1.75,1.75,2.0,2.12,0.31563295737896624,0.6843670426210338,1) High
555,47-4041,2.9617837837837797,2.2077777777777796,2.773,2.4875,3.25,3.28,0.96,2.88,3.0,2.75,2.75,2.75,2.75,0.6892745025637055,0.3107254974362945,2) Medium
556,47-4051,2.92027027027027,2.36,3.0869999999999997,2.61416666666667,4.6,2.74,0.48,3.0,3.12,2.12,2.0,2.38,2.62,0.5022080242909155,0.4977919757090845,2) Medium
557,47-4061,2.7492972972973,2.62666666666667,3.2119999999999997,2.61583333333333,2.93,2.94,0.35,2.88,3.12,1.75,2.12,1.88,2.0,0.16790162463303204,0.832098375366968,1) High
558,47-4071,2.63162162162162,2.51333333333333,2.9619999999999997,2.625,1.79,3.01,0.01,3.0,3.12,2.0,2.0,2.38,2.62,0.12656397788157392,0.8734360221184261,1) High
559,47-4091,2.63124324324324,2.0,2.737,2.38583333333333,3.03,1.85,0.55,2.75,3.0,2.62,2.75,2.75,2.75,0.5222708893137522,0.4777291106862478,2) Medium
560,47-4099,2.9488378378378397,2.30555555555556,2.499,2.4429166666666697,2.55,3.78,0.08,3.0,2.81,2.63,2.75,2.815,2.63,0.4523269152826117,0.5476730847173883,2) Medium
561,47-5011,2.81875675675676,2.82222222222222,3.466,2.8875,2.23,3.79,0.18,3.38,3.63,2.12,2.0,2.0,2.75,0.22501749323760123,0.7749825067623988,1) High
562,47-5012,3.0488108108108105,2.15555555555556,2.915,2.5858333333333303,3.46,3.29,0.03,3.13,3.38,2.75,2.63,2.88,2.75,0.6027421993707662,0.39725780062923377,2) Medium
563,47-5013,3.2838378378378397,2.18111111111111,3.074,2.8325,5.13,4.12,0.0,3.12,3.12,2.38,2.38,2.62,2.75,0.7029348540728506,0.2970651459271494,3) Low
564,47-5021,2.7660540540540497,1.71,3.052,2.6775,3.3,3.26,0.0,3.0,3.38,2.12,2.12,2.12,2.12,0.23777353868950968,0.7622264613104903,1) High
565,47-5031,3.2025405405405403,2.19555555555556,3.239,2.79416666666667,2.74,2.3,0.17,3.5,4.13,2.62,3.0,2.62,2.75,0.5483469333152584,0.4516530666847416,2) Medium
566,47-5041,2.69502702702703,2.44444444444444,3.25,2.9166666666666696,3.02,3.99,0.02,3.12,3.38,2.12,2.25,2.25,2.25,0.31441412132647883,0.6855858786735212,1) High
567,47-5042,2.51264864864865,2.14222222222222,3.177,2.67833333333333,3.42,4.25,0.0,2.75,3.25,2.12,2.13,2.25,2.12,0.37165562884925407,0.6283443711507459,1) High
568,47-5051,2.27313513513513,2.73555555555556,3.002,2.18916666666667,2.04,1.85,0.29,3.12,3.38,1.62,1.88,2.0,2.25,0.0790944849401285,0.9209055150598715,1) High
569,47-5061,2.7324864864864904,2.92888888888889,3.35,2.8541666666666696,3.39,4.55,0.0,3.12,3.75,2.12,2.12,2.12,2.25,0.40636476016996426,0.5936352398300357,2) Medium
570,47-5071,2.60475675675676,2.52777777777778,2.739,2.42833333333333,3.33,3.78,0.45,2.88,3.0,1.5,2.0,1.5,2.25,0.2579173136232953,0.7420826863767047,1) High
571,47-5081,2.9697837837837797,2.77777777777778,3.237,2.7083333333333304,4.53,3.38,0.0,3.25,3.25,1.88,2.25,2.0,2.38,0.4374416216848118,0.5625583783151882,2) Medium
572,49-1011,3.4111891891891895,1.5966666666666698,2.636,2.76083333333333,2.99,2.6,0.19,3.12,2.88,3.5,3.5,3.62,3.75,0.908942874413583,0.09105712558641699,3) Low
573,49-2011,2.49627027027027,1.38777777777778,2.388,2.15666666666667,1.54,3.18,0.02,3.38,3.12,2.12,2.88,2.75,3.0,0.34085136788513637,0.6591486321148636,1) High
574,49-2021,3.0184324324324305,1.75777777777778,2.4935,2.35,2.515,3.415,0.175,3.5,3.25,2.0,2.375,2.185,2.435,0.21513487742117832,0.7848651225788217,1) High
575,49-2022,2.9077297297297298,2.48666666666667,2.737,2.82416666666667,2.69,3.66,0.25,3.38,3.12,2.25,2.88,2.62,2.75,0.4975186902598372,0.5024813097401628,2) Medium
576,49-2091,3.02891891891892,1.5,2.275,2.2708333333333304,2.81,3.13,0.47,3.75,3.25,2.25,2.75,2.75,3.0,0.5060039113437558,0.4939960886562442,2) Medium
577,49-2092,2.9082162162162204,2.02777777777778,3.175,2.67666666666667,2.56,2.91,0.19,4.0,3.75,1.75,2.88,2.38,2.75,0.38129746531816977,0.6187025346818302,1) High
578,49-2093,2.992,1.88888888888889,2.276,2.24083333333333,2.4,3.91,0.9,3.5,3.12,2.12,2.25,2.75,3.0,0.4367774835449296,0.5632225164550704,2) Medium
579,49-2094,3.09794594594595,1.97333333333333,2.889,2.7916666666666696,2.46,3.0,0.0,3.88,3.5,2.5,3.0,2.88,2.88,0.4759201675567084,0.5240798324432916,2) Medium
580,49-2095,3.0952972972973,1.9288888888888898,2.476,2.4375,2.57,3.32,0.0,3.12,3.12,2.25,3.0,2.12,2.75,0.4084431093580747,0.5915568906419253,2) Medium
581,49-2096,2.8132972972973,1.95777777777778,2.7,2.55333333333333,2.47,3.92,0.41,3.75,3.25,2.5,2.88,2.38,2.88,0.46814023467445764,0.5318597653255424,2) Medium
582,49-2097,2.69545945945946,1.59777777777778,2.477,2.4925,2.81,2.36,0.2,3.88,3.25,2.12,2.88,2.75,2.38,0.33324740521635476,0.6667525947836452,1) High
583,49-2098,2.7278378378378396,1.91555555555556,2.312,2.35333333333333,1.62,2.94,0.01,3.25,3.12,1.88,2.75,1.88,2.88,0.20261404510108605,0.797385954898914,1) High
584,49-3011,3.13291891891892,2.0566666666666698,3.324,2.8025,3.24,3.81,0.1,4.12,4.12,2.12,2.88,2.75,3.0,0.6253145418894803,0.3746854581105197,2) Medium
585,49-3021,2.61967567567568,2.47222222222222,2.763,2.5525,1.93,3.54,0.7,3.25,3.25,2.12,2.38,2.25,2.88,0.31388566854087685,0.6861143314591232,1) High
586,49-3022,2.3505945945945896,1.83222222222222,2.475,2.2708333333333304,1.09,3.48,0.0,3.0,3.0,2.0,2.0,2.12,2.62,0.11689408452048156,0.8831059154795184,1) High
587,49-3023,2.86145945945946,2.27111111111111,3.187,2.7241666666666697,2.75,3.975,0.025,3.75,3.75,2.0,2.56,2.37,2.375,0.3599217376586239,0.6400782623413761,1) High
588,49-3031,2.8580540540540498,2.1933333333333302,2.95,2.8125,2.95,4.1,0.32,3.5,3.38,1.88,2.5,2.38,2.62,0.4324397136272182,0.5675602863727818,2) Medium
589,49-3041,2.89097297297297,2.4577777777777796,3.237,2.6975,2.11,4.18,0.26,3.88,3.75,1.62,2.12,2.12,2.5,0.246992517323406,0.753007482676594,1) High
590,49-3042,2.9850810810810797,2.70888888888889,3.425,2.81416666666667,2.87,4.49,0.0,3.75,4.0,2.12,2.88,2.5,2.75,0.5621003807969629,0.4378996192030371,2) Medium
591,49-3043,2.69772972972973,2.69555555555556,3.225,2.7083333333333304,2.82,3.43,0.02,3.75,3.75,2.12,2.12,2.12,2.25,0.2007279485952722,0.7992720514047278,1) High
592,49-3051,2.7892972972973,2.04222222222222,2.701,2.5633333333333304,1.82,4.15,0.17,3.5,3.0,1.5,2.0,1.62,2.62,0.15957017249002092,0.8404298275099791,1) High
593,49-3052,2.5157837837837795,1.69555555555556,2.875,2.19833333333333,1.58,2.47,0.0,3.75,3.88,2.12,2.88,2.62,2.62,0.27885488190196384,0.7211451180980362,1) High
594,49-3053,2.5930270270270297,1.90222222222222,2.761,2.30333333333333,2.01,3.02,0.0,3.62,3.12,1.62,2.12,2.12,2.38,0.099753166345522,0.900246833654478,1) High
595,49-3091,2.6438378378378395,1.98777777777778,2.362,1.86166666666667,3.65,2.13,0.4,3.75,3.62,2.62,2.5,2.62,3.12,0.541512226114591,0.45848777388540896,2) Medium
596,49-3092,2.71605405405405,2.36,2.687,2.59166666666667,2.77,4.11,0.0,3.62,3.38,2.5,2.62,2.62,2.75,0.44912261581650625,0.5508773841834937,2) Medium
597,49-3093,2.57632432432432,2.23444444444444,2.698,2.15583333333333,2.3,3.51,0.19,3.12,3.12,2.12,2.0,2.0,2.25,0.13572483104360344,0.8642751689563966,1) High
598,49-9011,2.6650810810810803,2.59888888888889,2.637,2.49,2.62,3.33,0.13,3.12,3.25,2.25,2.12,2.75,2.88,0.3240613163101216,0.6759386836898784,1) High
599,49-9012,3.01227027027027,2.06666666666667,2.525,2.4166666666666696,3.27,3.65,0.03,3.12,3.12,1.88,2.75,1.75,2.75,0.41725787306495477,0.5827421269350452,2) Medium
600,49-9021,3.1595675675675694,2.425,2.7365,2.61875,2.655,3.85,0.025,3.315,3.125,2.185,2.75,2.75,3.0,0.5084230574441087,0.49157694255589135,2) Medium
601,49-9031,2.73340540540541,2.1388888888888897,2.574,2.38583333333333,1.73,4.1,0.0,3.75,3.38,2.12,2.12,2.12,2.75,0.1943545677753491,0.8056454322246509,1) High
602,49-9041,2.80854054054054,2.27666666666667,3.389,2.8541666666666696,2.07,3.89,0.19,3.75,3.88,2.0,2.5,2.25,2.12,0.2629357702488164,0.7370642297511836,1) High
603,49-9043,2.7092972972973,2.12444444444444,2.674,2.2825,1.84,3.47,0.39,3.12,3.12,2.12,2.12,2.12,2.12,0.1383936191724615,0.8616063808275385,1) High
604,49-9044,3.32,2.75111111111111,3.387,2.82333333333333,3.17,4.29,0.08,4.0,4.0,2.75,2.88,2.88,2.88,0.647249939556616,0.352750060443384,2) Medium
605,49-9045,2.4775135135135096,2.15666666666667,2.766,2.37666666666667,1.9,3.62,0.02,3.13,3.25,1.88,1.88,1.75,2.38,0.11420386757731649,0.8857961324226835,1) High
606,49-9051,3.13378378378378,2.44444444444444,3.1,2.4175,4.4,2.69,0.06,3.5,3.38,2.5,3.0,3.0,2.88,0.7790699504042777,0.22093004959572227,3) Low
607,49-9052,2.8358378378378397,2.29111111111111,2.6489999999999996,2.43916666666667,2.73,3.79,0.01,3.0,3.12,2.12,2.38,2.25,2.88,0.3568632425907481,0.6431367574092519,1) High
